Date,Home_Team,Away_Team,Full_Time_Result,Full_Time_Home_Goals,Full_Time_Away_Goals,Home_Shots,Away_Shots,Home_Shots_On_Target,Away_Shots_On_Target,Home_Corners,Away_Corners,Home_Fouls,Away_Fouls,Home_Yellow_Cards,Away_Yellow_Cards,Home_Red_Cards,Away_Red_Cards,Bet365_Home_Odds,Bet365_Draw_Odds,Bet365_Away_Odds,Pinnacle_Home_Odds,Pinnacle_Draw_Odds,Pinnacle_Away_Odds,Season
2021-05-15,Burnley,Leeds,A,0,4,16,16,4,6,6,8,10,10,1,1,0,0,3.2,3.75,2.1,3.58,3.87,2.06,2020-2021
2021-05-15,Southampton,Fulham,H,3,1,11,10,7,3,6,5,9,15,0,1,0,0,2,3.6,3.6,1.87,3.84,4.38,2020-2021
2021-05-15,Brighton,West Ham,D,1,1,10,15,2,3,3,3,7,5,1,1,0,0,2.9,3.6,2.3,3.51,3.61,2.17,2020-2021
2021-05-16,Crystal Palace,Aston Villa,H,3,2,23,19,8,5,7,7,23,13,3,2,0,0,3,3.6,2.25,3.2,3.62,2.31,2020-2021
2021-05-16,Tottenham,Wolves,H,2,0,24,15,13,3,10,3,8,11,1,0,0,0,1.5,4.33,6.5,1.56,4.63,5.95,2020-2021
2021-05-16,West Brom,Liverpool,A,1,2,10,26,3,6,9,13,7,14,0,0,0,0,12,6.5,1.22,11.9,7.23,1.23,2020-2021
2021-05-16,Everton,Sheffield United,A,0,1,16,10,6,3,11,4,8,12,1,3,0,0,1.36,4.75,8.5,1.35,5.33,9.25,2020-2021
2021-05-18,Man United,Fulham,D,1,1,13,8,6,5,6,1,10,15,2,3,0,0,1.28,6,9,1.3,5.93,10.85,2020-2021
2021-05-18,Southampton,Leeds,A,0,2,18,15,3,7,4,5,10,12,0,3,0,0,2.55,3.9,2.5,2.71,3.9,2.52,2020-2021
2021-05-18,Brighton,Man City,H,3,2,19,8,6,4,5,3,13,11,3,3,0,1,7,4.5,1.45,7.37,4.75,1.46,2020-2021
2021-05-18,Chelsea,Leicester,H,2,1,17,7,6,3,6,5,15,16,2,4,0,0,1.7,3.75,5,1.71,3.88,5.45,2020-2021
2021-05-19,Everton,Wolves,H,1,0,14,9,4,3,7,12,11,11,0,2,0,0,1.85,3.6,4.2,1.85,3.57,4.89,2020-2021
2021-05-19,Newcastle,Sheffield United,H,1,0,16,11,5,1,5,2,7,7,0,2,0,0,1.72,3.8,4.75,1.82,3.82,4.59,2020-2021
2021-05-19,Tottenham,Aston Villa,A,1,2,10,20,4,4,4,5,14,13,1,1,0,0,1.5,4.5,6,1.64,4.47,5.27,2020-2021
2021-05-19,Crystal Palace,Arsenal,A,1,3,12,6,6,3,6,7,7,7,2,1,0,0,6,4.5,1.5,5.96,4.09,1.63,2020-2021
2021-05-19,Burnley,Liverpool,A,0,3,10,20,4,3,6,7,10,7,0,0,0,0,11,7,1.22,9.95,6.52,1.29,2020-2021
2021-05-19,West Brom,West Ham,A,1,3,14,21,4,9,6,8,8,11,2,2,0,0,5,4.33,1.6,4.91,4.31,1.68,2020-2021
2021-05-23,Arsenal,Brighton,H,2,0,16,5,5,1,11,3,10,8,0,0,0,0,1.57,4.33,5.25,1.7,4.21,5.05,2020-2021
2021-05-23,Aston Villa,Chelsea,H,2,1,6,23,3,7,2,9,11,12,3,3,0,1,6.5,4.6,1.45,6.95,5.06,1.46,2020-2021
2021-05-23,Fulham,Newcastle,A,0,2,14,10,0,4,5,4,12,6,1,0,0,0,2.05,3.8,3.3,2.53,3.47,2.91,2020-2021
2021-05-23,Leeds,West Brom,H,3,1,17,14,9,5,8,3,12,12,2,1,0,0,1.4,5.25,6.5,1.54,4.81,5.69,2020-2021
2021-05-23,Leicester,Tottenham,A,2,4,10,11,6,4,8,7,9,8,0,2,0,0,2,4,3.3,1.78,4.36,4.33,2020-2021
2021-05-23,Liverpool,Crystal Palace,H,2,0,19,5,5,4,14,1,10,8,2,2,0,0,1.14,8.5,15,1.19,8.34,15,2020-2021
2021-05-23,Man City,Everton,H,5,0,21,8,11,3,7,5,8,10,2,2,0,0,1.44,5,6.5,1.28,6.28,10.34,2020-2021
2021-05-23,Sheffield United,Burnley,H,1,0,12,10,3,3,8,9,11,1,3,1,0,0,2.8,3.6,2.4,2.85,3.45,2.58,2020-2021
2021-05-23,West Ham,Southampton,H,3,0,14,17,7,5,2,3,5,9,0,3,0,0,1.65,4,5,1.79,3.94,4.75,2020-2021
2021-05-23,Wolves,Man United,A,1,2,14,9,4,4,6,2,14,3,4,1,0,0,2.5,3.5,2.7,2.48,3.19,3.28,2020-2021
